"Year","Month","Day","H2a","H7a","H8a","H10","H21a"
1985,1,2,6.545,0.0001085,6.873,3.365e-05,10.51
1985,1,6,6.549,0.0007958,6.88,-0.000688,10.41
1985,1,10,6.6,0.0009302,6.872,-0.0009312,10.31
1985,1,14,6.551,0.0002157,6.868,-0.001956,10.21
1985,1,18,6.491,-0.0001229,6.867,-0.001275,10.63
1985,1,22,6.55,-0.0001328,6.865,-0.001363,10.22
1985,1,26,6.537,-4.287e-05,6.86,-0.001714,10.03
1985,1,30,6.414,0.00105,6.849,-0.002141,9.765
1985,2,3,6.129,-0.0003632,6.83,-6.731e-05,9.898
1985,2,7,6.095,-0.00126,6.824,0.003717,9.712
1985,2,11,6.378,-0.0002795,6.84,0.002071,9.601
1985,2,15,6.277,0.0001113,6.852,-0.001103,9.457
1985,2,19,6.08,-0.0004892,6.838,0.001267,9.134
1985,2,23,5.662,0.0006703,6.826,0.002831,8.612
1985,2,27,5.665,-0.0008617,6.825,0.003884,8.913
1985,3,3,5.534,0.0003889,6.817,0.001427,8.939
1985,3,7,5.699,-0.0008517,6.821,0.00337,8.972
1985,3,11,5.939,0.0001355,6.824,0.003081,8.989
1985,3,15,5.816,0.0001814,6.82,0.001218,8.813
1985,3,19,5.881,0.0001226,6.813,0.004151,8.996
1985,3,23,5.862,0.002938,6.801,0.00171,9.003
1985,3,27,5.89,0.001727,6.794,0.005572,8.966
1985,3,31,5.624,0.001875,6.767,0.002335,8.217
1985,4,4,5.718,5.582e-06,6.766,0.002073,9.767
1985,4,8,5.695,0.0004957,6.777,0.002307,10.21
1985,4,12,5.842,0.001948,6.796,0.0008523,10.17
1985,4,16,5.829,0.002721,6.802,0.0006119,10.03
1985,4,20,5.779,0.003301,6.809,0.001321,9.967
1985,4,24,5.662,0.004834,6.819,-0.002006,9.748
1985,4,28,5.464,0.005354,6.834,-0.003313,9.647
1985,5,2,5.592,0.003863,6.853,0.001825,10.46
1985,5,6,5.627,0.005246,6.856,0.001381,10.63
1985,5,10,5.711,0.003847,6.857,0.00291,10.94
1985,5,14,5.777,0.005118,6.857,0.0009659,11.13
1985,5,18,5.764,0.003095,6.853,0.003743,11.59
1985,5,22,5.866,0.004415,6.845,0.001735,12.17
1985,5,26,5.856,0.003476,6.841,0.0007345,12.03
1985,5,30,5.869,0.002749,6.825,0.004196,12.46
1985,6,3,6.012,0.002708,6.82,0.001861,12.47
1985,6,7,6.143,0.002532,6.806,0.00117,13.05
1985,6,11,6.03,0.001677,6.793,0.0004956,13.23
1985,6,15,6.069,0.000756,6.798,0.00289,13.61
1985,6,19,6.04,-0.0004017,6.785,0.003384,13.59
1985,6,23,6.155,-0.001192,6.768,0.002574,13.11
1985,6,27,6.205,-0.001479,6.775,0.0005156,13.04
1985,7,1,6.349,-0.002255,6.775,0.0005945,13.62
1985,7,5,6.507,-0.002113,6.779,0.001902,14.86
1985,7,9,6.575,-0.001917,6.778,0.002823,15.29
1985,7,13,6.57,-0.00073,6.775,0.004157,15.03
1985,7,17,6.323,-0.001191,6.79,0.004431,14.08
1985,7,21,6.459,-0.001865,6.807,0.007233,13.92
1985,7,25,6.519,-0.0009251,6.82,0.0008924,14.39
1985,7,29,6.784,-0.002257,6.816,0.002211,15.01
1985,8,2,6.892,-0.001536,6.814,0.002842,15.35
1985,8,6,6.918,-0.002049,6.821,0.003345,15.84
1985,8,10,6.726,-0.001072,6.827,0.004061,15.54
1985,8,14,6.715,-0.002001,6.818,0.008786,15.37
1985,8,18,6.88,-0.001048,6.823,0.00636,15.75
1985,8,22,6.897,-0.001064,6.849,0.003483,15.52
1985,8,26,7.007,-0.001343,6.853,0.004394,15.57
1985,8,30,7.04,-0.0004726,6.858,0.003608,15.9
1985,9,3,7.082,0.0005139,6.883,0.002283,15.45
1985,9,7,6.975,-0.0006673,6.889,0.002209,15.44
1985,9,11,7.1,-0.0007842,6.888,0.001565,15.51
1985,9,15,7.213,0.0003923,6.887,-0.001386,15.5
1985,9,19,7.077,0.0008493,6.898,-0.002458,14.95
1985,9,23,6.914,0.0002466,6.902,-0.0002816,14.52
1985,9,27,6.974,0.001389,6.905,0.000109,14.49
1985,10,1,7.062,0.002244,6.909,-0.003116,14.38
1985,10,5,7.129,0.001004,6.909,-0.002053,14.29
1985,10,9,7.037,0.002277,6.898,-0.001808,13.74
1985,10,13,6.761,0.001886,6.894,-0.00169,13.3
1985,10,17,6.651,0.001711,6.887,-0.002392,13.26
1985,10,21,6.741,0.000856,6.894,4.049e-05,13.11
1985,10,25,6.847,0.002382,6.898,-0.002683,12.97
1985,10,29,6.762,0.002927,6.9,-0.005363,12.73
1985,11,2,6.665,0.003015,6.895,-0.005509,12.56
1985,11,6,6.541,0.00329,6.898,-0.005443,12.15
1985,11,10,6.536,0.004101,6.911,-0.00235,12.05
1985,11,14,6.512,0.002828,6.904,-0.004903,11.51
1985,11,18,6.614,0.0046,6.901,-0.007699,11.08
1985,11,22,6.534,0.004414,6.892,-0.008827,10.5
1985,11,26,6.509,0.002825,6.89,-0.005582,10.14
1985,11,30,6.565,0.003299,6.89,-0.005161,9.967
1985,12,4,6.73,0.002789,6.886,-0.003168,9.992
1985,12,8,6.841,0.004824,6.878,-0.004828,10.26
1985,12,12,6.629,0.003023,6.864,-0.006202,10.06
1985,12,16,6.64,0.003036,6.856,-0.004855,10.09
1985,12,20,6.721,0.003378,6.842,-0.006212,10.11
1985,12,24,6.724,0.002598,6.845,-0.006211,10.31
1985,12,28,6.664,0.001919,6.843,-0.005132,10.02
1986,1,1,6.691,0.001104,6.838,-0.004191,9.632
1986,1,5,6.879,0.002536,6.84,-0.003638,9.828
1986,1,9,6.982,0.002798,6.852,-0.004145,9.993
1986,1,13,6.954,0.003227,6.855,-0.002714,9.84
1986,1,17,6.999,0.003298,6.859,0.000675,9.849
1986,1,21,6.825,0.005122,6.843,-2.639e-05,10.01
1986,1,25,6.732,0.004716,6.831,-0.0008878,10.01
1986,1,29,6.607,0.004125,6.823,-2.356e-05,10.12
1986,2,2,6.899,0.004296,6.818,0.003218,10.01
1986,2,6,6.71,0.007287,6.799,-0.001886,10.17
1986,2,10,6.317,0.004139,6.789,-0.0009808,10.14
1986,2,14,6.572,0.003573,6.799,0.005433,9.836
1986,2,18,6.91,0.00565,6.802,0.003356,9.975
1986,2,22,6.919,0.004992,6.796,0.0009007,9.754
1986,2,26,6.816,0.005396,6.807,0.0009672,10.33
1986,3,2,6.648,0.00487,6.814,0.001356,10.59
1986,3,6,6.588,0.005036,6.817,0.0003882,10.27
1986,3,10,6.746,0.003832,6.815,0.001866,10.45
1986,3,14,6.74,0.004837,6.802,0.0009478,10.39
1986,3,18,6.469,0.003457,6.812,-0.0006162,10.65
1986,3,22,6.299,0.003005,6.814,0.000742,10.6
1986,3,26,6.383,0.00488,6.818,0.001196,10.45
1986,3,30,6.327,0.00438,6.815,-0.0009178,10.76
1986,4,3,6.082,0.004896,6.797,-0.001505,10.73
1986,4,7,5.943,0.002838,6.779,0.0001947,10.61
1986,4,11,5.904,0.003061,6.776,-0.0005841,10.23
1986,4,15,5.936,0.001924,6.78,0.002191,10.17
1986,4,19,6.014,0.002627,6.783,-0.0004536,10.42
1986,4,23,5.924,0.002036,6.782,-0.002271,10.48
1986,4,27,5.917,0.001778,6.792,0.001204,10.53
1986,5,1,6.044,0.00209,6.801,0.001761,10.89
1986,5,5,6.185,0.002419,6.804,0.002247,10.97
1986,5,9,5.973,0.002533,6.791,-0.001601,10.84
1986,5,13,5.95,0.0009413,6.789,0.0003415,11.08
1986,5,17,5.947,0.001091,6.796,0.001837,11.27
1986,5,21,6.022,0.0006396,6.798,0.002183,11.71
1986,5,25,6.105,0.0009046,6.803,0.002602,12.44
1986,5,29,6.083,0.001581,6.804,0.0024,12.87
1986,6,2,5.959,0.001493,6.809,0.003146,12.77
1986,6,6,5.972,0.00268,6.82,0.001838,13.4
1986,6,10,5.965,0.002073,6.819,-0.00197,13.27
1986,6,14,6.137,0.001147,6.829,0.000248,13.74
1986,6,18,6.295,0.001851,6.828,5.351e-07,14.14
1986,6,22,6.227,0.002701,6.818,-0.001626,13.92
1986,6,26,6.1,-7.675e-05,6.811,0.001696,14.36
1986,6,30,6.336,0.001828,6.828,0.000545,15.01
1986,7,4,6.403,0.001092,6.835,0.0004518,14.87
1986,7,8,6.187,0.0002398,6.834,0.002413,14.75
1986,7,12,6.154,0.0001596,6.805,0.002579,15.24
1986,7,16,6.142,-0.001439,6.806,0.002074,14.98
1986,7,20,6.228,-0.001086,6.81,0.002367,14.95
1986,7,24,6.38,-0.002301,6.828,0.002047,14.58
1986,7,28,6.526,-0.00218,6.815,0.003673,14.44
1986,8,1,6.569,-0.00122,6.831,0.001815,13.69
1986,8,5,6.572,-0.002401,6.847,0.002555,13.23
1986,8,9,6.565,-0.002159,6.854,0.005959,13.7
1986,8,13,6.508,-0.001803,6.874,0.003893,13.85
1986,8,17,6.698,-0.003247,6.863,0.004238,14.48
1986,8,21,6.753,-0.002207,6.869,0.002584,14.92
1986,8,25,6.868,-0.002214,6.871,0.0024,14.98
1986,8,29,6.968,-0.002003,6.875,0.003746,15.54
1986,9,2,6.827,-0.0008912,6.877,0.0008684,14.78
1986,9,6,6.825,-0.001902,6.883,0.0008789,15.26
1986,9,10,6.934,-0.000856,6.883,0.0001588,15.46
1986,9,14,7.006,-0.001979,6.9,-0.0001686,15.17
1986,9,18,7.166,-0.001469,6.892,-9.913e-05,15.41
1986,9,22,7.077,-0.001547,6.877,-0.002315,15.32
1986,9,26,7.059,-0.002372,6.875,0.0001769,14.68
1986,9,30,7.122,-0.0009313,6.88,-0.001733,14.37
1986,10,4,6.777,-0.001929,6.862,-0.003105,13.52
1986,10,8,6.702,-0.001639,6.861,-0.003028,13.54
1986,10,12,6.757,-0.001694,6.867,-0.00312,13.82
1986,10,16,7.067,-0.0005318,6.88,-0.00385,13.81
1986,10,20,7.055,0.001237,6.883,-0.005805,13.75
1986,10,24,7.084,0.0006462,6.899,-0.004749,13.67
1986,10,28,7.271,0.00224,6.911,-0.005378,13.85
1986,11,1,7.371,0.003309,6.92,-0.00593,13.44
1986,11,5,7.051,0.002793,6.912,-0.007108,13.18
1986,11,9,6.707,0.001971,6.915,-0.005812,12.79
1986,11,13,6.727,0.002155,6.922,-0.004476,12.66
1986,11,17,6.856,0.002512,6.928,-0.004665,12.53
1986,11,21,6.964,0.003893,6.942,-0.005771,12.43
1986,11,25,6.925,0.003101,6.937,-0.005806,12.27
1986,11,29,6.988,0.002298,6.958,-0.002426,12.09
1986,12,3,6.902,0.003347,6.959,-0.005186,11.92
1986,12,7,7.119,0.003626,6.971,-0.006215,11.93
1986,12,11,6.934,0.002933,6.956,-0.008081,11.7
1986,12,15,7.18,0.002695,6.949,-0.006,11.66
1986,12,19,7.272,0.002893,6.956,-0.00662,11.67
1986,12,23,7.448,0.004231,6.958,-0.006594,11.31
1986,12,27,7.371,0.003751,6.951,-0.006615,11.34
1986,12,31,7.388,0.004297,6.959,-0.004717,11.35
1987,1,4,7.337,0.005306,6.957,-0.005911,11.31
1987,1,8,7.009,0.004401,6.963,-0.007764,11.12
1987,1,12,7.055,0.004384,6.961,-0.007776,10.94
1987,1,16,6.711,0.005657,6.948,-0.01128,10.7
1987,1,20,6.624,0.002656,6.951,-0.00875,10.76
1987,1,24,6.813,0.003936,6.953,-0.007947,10.86
1987,1,28,6.986,0.003567,6.955,-0.009033,10.53
1987,2,1,7.051,0.00394,6.967,-0.00816,10.45
1987,2,5,7.034,0.003542,6.968,-0.009492,10.53
1987,2,9,6.9,0.003636,6.966,-0.009113,10.51
1987,2,13,7.056,0.003724,6.983,-0.008158,10.55
1987,2,17,6.733,0.005375,6.976,-0.01143,10.42
1987,2,21,6.368,0.004476,6.966,-0.01342,10.46
1987,2,25,5.971,0.001811,6.958,-0.007734,10.34
1987,3,1,6.163,0.002182,6.961,-0.006769,10.27
1987,3,5,6.829,0.002333,6.982,-0.006058,10.36
1987,3,9,6.944,0.002346,6.963,-0.01035,10.54
1987,3,13,6.934,0.002838,6.966,-0.006191,10.35
1987,3,17,6.331,0.003425,6.939,-0.009343,10.43
1987,3,21,6.071,0.001469,6.932,-0.007775,10.47
1987,3,25,6.102,0.002128,6.929,-0.009018,10.41
1987,3,29,6.107,-0.0006057,6.941,-0.009281,10.62
1987,4,2,6.285,0.001484,6.936,-0.00878,11.02
1987,4,6,6.321,0.002109,6.929,-0.01137,10.99
1987,4,10,6.197,0.001342,6.922,-0.01208,10.76
1987,4,14,5.995,0.001303,6.913,-0.01124,10.91
1987,4,18,6.01,0.001175,6.906,-0.008215,11.34
1987,4,22,5.881,0.001128,6.897,-0.0107,11.13
1987,4,26,5.963,0.0009342,6.892,-0.01142,11.23
1987,4,30,6.065,0.0003764,6.891,-0.01159,11.5
1987,5,4,6.237,0.0003671,6.878,-0.01034,11.75
1987,5,8,6.231,-0.0007876,6.877,-0.01015,12.5
1987,5,12,6.259,-0.0003358,6.869,-0.008049,12.54
1987,5,16,6.152,0.0003253,6.84,-0.009664,12.29
1987,5,20,5.92,-0.001607,6.828,-0.005982,11.77
1987,5,24,6.069,-0.0002726,6.848,-0.004782,11.88
1987,5,28,6.089,0.000318,6.851,-0.007097,12.29
1987,6,1,6.2,-0.0003112,6.846,-0.004628,12.68
1987,6,5,6.293,-0.001422,6.839,-0.001137,12.8
1987,6,9,6.291,0.0006059,6.836,-0.003077,12.81
1987,6,13,6.165,0.0003112,6.842,-0.001619,12.96
1987,6,17,6.126,-9.605e-05,6.829,0.0001913,13.35
1987,6,21,6.044,0.0004437,6.824,-0.002939,13.48
1987,6,25,6.031,-0.0003765,6.805,-0.002637,13.63
1987,6,29,5.981,-0.00223,6.811,2.131e-05,13.1
1987,7,3,6.111,-0.0002935,6.817,-0.0004937,14.24
1987,7,7,6.177,0.0009538,6.828,-0.001183,14.35
1987,7,11,6.082,0.0001671,6.847,0.0001976,14.72
1987,7,15,6.305,-0.0003826,6.856,0.002455,14.29
1987,7,19,6.262,0.0003578,6.852,0.002521,14.62
1987,7,23,6.443,-0.000766,6.855,0.0002769,15.01
1987,7,27,6.584,-0.0009407,6.842,-0.0009971,15.53
1987,7,31,6.671,-0.001112,6.819,-0.0002875,15.65
1987,8,4,6.627,-0.002195,6.806,0.0006239,14.77
1987,8,8,6.67,-0.002046,6.8,0.001996,14.6
1987,8,12,6.53,-0.002096,6.79,0.001044,14.66
1987,8,16,6.515,-0.002255,6.774,0.001099,14.67
1987,8,20,6.721,-0.003199,6.788,0.001369,14.26
1987,8,24,6.728,-0.00138,6.798,0.0009116,14.5
1987,8,28,6.713,-0.000655,6.822,0.0006182,14.55
1987,9,1,6.825,-0.0004232,6.829,0.0009319,14.7
1987,9,5,6.991,0.0005711,6.843,-0.0009712,14.85
1987,9,9,7.093,0.0007107,6.861,-0.002652,14.78
1987,9,13,7.031,0.001497,6.869,-0.003657,15.39
1987,9,17,6.916,0.001964,6.874,-0.004989,15.01
1987,9,21,6.966,0.0008044,6.885,-0.003718,14.89
1987,9,25,7.101,0.002044,6.875,-0.005094,15.1
1987,9,29,7.073,0.001505,6.873,-0.005116,15.11
1987,10,3,7.258,0.001838,6.893,-0.00443,15.38
1987,10,7,7.229,0.001643,6.896,-0.004378,15.53
1987,10,11,7.325,0.002949,6.894,-0.005183,15.07
1987,10,15,7.366,0.003994,6.892,-0.006795,14.4
1987,10,19,7.262,0.003558,6.896,-0.004632,14.18
1987,10,23,7.387,0.004913,6.887,-0.004491,14.04
1987,10,27,7.426,0.004718,6.896,-0.005536,14.05
1987,10,31,7.506,0.005745,6.905,-0.005309,13.79
1987,11,4,7.36,0.005854,6.92,-0.007044,13.43
1987,11,8,7.47,0.004974,6.938,-0.003952,13.37
1987,11,12,7.652,0.006882,6.94,-0.004552,13.33
1987,11,16,7.586,0.005079,6.933,-0.003622,12.86
1987,11,20,7.709,0.004402,6.924,-0.001242,12.79
1987,11,24,7.556,0.005602,6.911,-0.004483,12.75
1987,11,28,7.254,0.004769,6.91,-0.004939,12.61
1987,12,2,7.516,0.004828,6.912,-0.0001928,12.27
1987,12,6,7.734,0.004505,6.913,-0.001293,11.99
1987,12,10,7.674,0.006094,6.894,-0.003052,11.74
1987,12,14,6.932,0.005369,6.884,-0.006145,11.36
1987,12,18,6.72,0.002125,6.888,0.001826,11.02
1987,12,22,6.795,0.005919,6.899,-0.002382,10.92
1987,12,26,6.604,0.004657,6.89,-0.004882,10.71
1987,12,30,6.807,0.003736,6.885,0.003076,10.54
1988,1,3,7,0.004822,6.883,-0.0004348,10.39
1988,1,7,7.047,0.004914,6.881,-0.0003767,10.25
1988,1,11,6.972,0.005953,6.87,-0.00121,10.18
1988,1,15,6.952,0.005925,6.862,-0.0001789,10.08
1988,1,19,6.728,0.00577,6.858,-0.0007948,10.01
1988,1,23,6.453,0.004495,6.852,-0.002275,10.07
1988,1,27,6.144,0.003671,6.858,0.002783,10.16
1988,1,31,6.087,0.005672,6.84,0.001163,10.04
1988,2,4,6.016,0.005062,6.828,-0.0004997,9.806
1988,2,8,6.223,0.004938,6.839,0.0002941,9.458
1988,2,12,6.149,0.005739,6.828,-0.002585,9.742
1988,2,16,6.305,0.005077,6.834,-0.003275,9.64
1988,2,20,6.211,0.004272,6.833,-0.003145,9.691
1988,2,24,6.201,0.00378,6.847,-0.002523,9.734
1988,2,28,6.38,0.004604,6.839,-0.002559,9.413
1988,3,3,6.451,0.004851,6.826,-0.001851,9.773
1988,3,7,6.386,0.004016,6.817,-0.004023,9.77
1988,3,11,6.246,0.004074,6.8,-0.002525,10.03
1988,3,15,5.944,0.002637,6.791,-0.001857,10.19
1988,3,19,5.981,0.002906,6.775,-0.00256,10.1
1988,3,23,6.108,0.002886,6.762,-0.004076,9.745
1988,3,27,6.007,0.004757,6.741,-0.007701,9.495
1988,3,31,5.77,0.002642,6.728,-0.008757,9.425
1988,4,4,5.787,0.001414,6.72,-0.0047,9.855
1988,4,8,5.927,0.003418,6.728,-0.007936,10.22
1988,4,12,5.962,0.002178,6.728,-0.007821,10.31
1988,4,16,5.993,0.001851,6.703,-0.004594,10.42
1988,4,20,6.026,0.001854,6.694,-0.003307,10.59
1988,4,24,6.14,0.002357,6.684,-0.003606,10.68
1988,4,28,6.165,0.002409,6.689,-0.005646,10.78
1988,5,2,6.194,0.004405,6.684,-0.004808,10.57
1988,5,6,5.91,0.003101,6.652,-0.003938,10.68
1988,5,10,5.985,0.001594,6.64,-0.001725,10.94
1988,5,14,6.018,0.002956,6.644,-0.005375,11.32
1988,5,18,6.046,0.00286,6.656,-0.006224,11.54
1988,5,22,5.822,0.002533,6.65,-0.006683,12.17
1988,5,26,5.761,0.002339,6.642,-0.003329,12.08
1988,5,30,5.774,0.002527,6.629,-0.001886,12.16
1988,6,3,5.79,0.002153,6.62,-0.002852,12.1
1988,6,7,5.763,0.001157,6.62,-0.0009211,12.59
1988,6,11,5.807,0.001916,6.619,-0.002862,12.93
1988,6,15,5.711,0.0006416,6.624,-0.00305,12.72
1988,6,19,5.826,0.0004916,6.625,-0.001093,13.59
1988,6,23,6.011,-0.0003484,6.631,0.00105,13.67
1988,6,27,6.085,-7.822e-05,6.631,0.0002374,14.26
1988,7,1,6.041,-0.0002323,6.633,-0.0002556,14.01
1988,7,5,6.071,-0.001291,6.638,0.002792,14.56
1988,7,9,5.967,4.207e-06,6.634,0.000662,13.93
1988,7,13,5.988,-0.0006496,6.635,0.002804,14.27
1988,7,17,6.033,-0.0003366,6.626,0.001736,15.45
1988,7,21,6.008,-0.0008474,6.624,0.002133,15.16
1988,7,25,6.143,-0.0008414,6.627,0.002812,14.75
1988,7,29,6.114,-0.0005306,6.622,0.002319,14.29
1988,8,2,6.111,-0.002388,6.602,0.003447,14.44
1988,8,6,6.271,-0.002654,6.592,0.005561,13.99
1988,8,10,6.309,-0.002125,6.596,0.003012,13.75
1988,8,14,6.408,-0.00331,6.603,0.006014,14.8
1988,8,18,6.553,-0.002461,6.609,0.007324,14.83
1988,8,22,6.499,-0.003954,6.623,0.008332,14.42
1988,8,26,6.441,-0.001795,6.625,0.009726,14.65
1988,8,30,6.429,-0.002848,6.651,0.00666,14.67
1988,9,3,6.499,-0.003987,6.641,0.008372,14.28
1988,9,7,6.427,-0.002228,6.648,0.00571,14.39
1988,9,11,6.474,-0.002609,6.667,0.005842,14.32
1988,9,15,6.621,-0.001674,6.671,0.007844,14.31
1988,9,19,6.535,-0.001547,6.67,0.004067,13.91
1988,9,23,6.588,-0.00186,6.696,0.005641,13.7
1988,9,27,6.689,-0.001066,6.717,0.005545,13.64
1988,10,1,6.696,-0.001542,6.712,0.003022,13.81
1988,10,5,6.753,-0.00108,6.726,0.004842,13.95
1988,10,9,6.805,-0.0009595,6.732,0.003815,13.73
1988,10,13,6.801,-0.0001248,6.734,0.002167,13.56
1988,10,17,6.91,-0.0004147,6.738,0.002466,13.84
1988,10,21,6.771,-0.0003923,6.741,-0.0002002,14.17
1988,10,25,6.774,0.0003112,6.73,-0.0005845,14.11
1988,10,29,6.798,-2.756e-05,6.724,-0.001079,13.51
1988,11,2,6.85,0.001463,6.727,-0.003017,13.48
1988,11,6,6.965,0.003049,6.725,-0.003135,13.4
1988,11,10,6.834,0.00267,6.717,-0.001968,13.14
1988,11,14,6.908,0.003686,6.707,-0.0005321,12.71
1988,11,18,6.72,0.004105,6.682,-0.003706,12.28
1988,11,22,6.71,0.003757,6.672,-0.004975,12.01
1988,11,26,6.824,0.004409,6.65,-0.003496,11.65
1988,11,30,6.59,0.004042,6.65,-0.006239,11.52
1988,12,4,6.597,0.003657,6.653,-0.003123,11.39
1988,12,8,6.458,0.005683,6.641,-0.006537,11.24
1988,12,12,6.405,0.004672,6.625,-0.00568,11.74
1988,12,16,6.174,0.006162,6.608,-0.008594,11.31
1988,12,20,6.208,0.005971,6.595,-0.005175,10.96
1988,12,24,6.278,0.007184,6.568,-0.003809,10.31
1988,12,28,6.271,0.005852,6.535,-0.004621,9.831
1989,1,1,6.262,0.004983,6.514,-0.002524,9.513
1989,1,5,6.271,0.004986,6.513,-0.003349,9.502
1989,1,9,6.185,0.004884,6.492,-0.003291,9.511
1989,1,13,6.063,0.004299,6.485,-0.004986,9.384
1989,1,17,6.118,0.00439,6.469,-0.002344,9.074
1989,1,21,6.23,0.003682,6.473,-0.003346,9.29
1989,1,25,6.264,0.004305,6.468,-0.00431,9.197
1989,1,29,6.21,0.00334,6.465,-0.00589,9.392
1989,2,2,6.317,0.003685,6.462,-0.002477,9.092
1989,2,6,6.39,0.004092,6.434,-0.0009452,8.614
1989,2,10,6.465,0.001306,6.432,-0.002884,8.419
1989,2,14,6.367,0.003667,6.424,-0.005277,8.281
1989,2,18,6.207,0.0007684,6.418,-0.002871,8.215
1989,2,22,6.278,0.00124,6.425,-0.001171,8.417
1989,2,26,6.183,0.002671,6.416,-0.001355,8.588
1989,3,2,5.75,0.002548,6.414,-0.002614,8.493
1989,3,6,5.951,0.001931,6.423,-0.001114,8.45
1989,3,10,6.148,0.0004771,6.436,-0.0002546,8.582
1989,3,14,6.428,0.002268,6.433,-0.0009841,8.668
1989,3,18,6.386,0.001038,6.426,-0.001894,8.794
1989,3,22,6.364,0.001471,6.422,-0.003126,8.874
1989,3,26,6.302,0.0009558,6.425,-0.001973,8.847
1989,3,30,6.346,0.002502,6.423,-0.002475,9.012
1989,4,3,6.25,0.001867,6.446,-0.00326,9.173
1989,4,7,6.128,0.001695,6.462,-0.002296,9.822
1989,4,11,6.074,0.0023,6.47,-0.001879,9.933
1989,4,15,6.072,0.001714,6.469,-0.001241,10.19
1989,4,19,6.149,0.001512,6.484,-0.0019,10.41
1989,4,23,6.214,0.001369,6.506,-0.001398,10.53
1989,4,27,6.192,0.0007574,6.501,-0.0003422,11.07
1989,5,1,6.097,0.0002698,6.497,8.424e-05,11.72
1989,5,5,5.953,0.0003261,6.478,0.0008245,11.78
1989,5,9,5.937,-0.001109,6.49,0.0009297,11.95
1989,5,13,5.853,-0.0004211,6.5,0.001913,11.92
1989,5,17,5.825,-0.002883,6.52,0.002517,12.43
1989,5,21,5.931,-0.002703,6.532,0.003224,12.29
1989,5,25,6.013,-0.001726,6.549,0.003837,12.27
1989,5,29,6.01,-0.002016,6.555,0.002748,12.51
1989,6,2,5.955,-0.003134,6.567,0.003577,12.32
1989,6,6,6.143,-0.003252,6.576,0.004728,12.68
1989,6,10,6.413,-0.002521,6.578,0.002113,12.99
1989,6,14,6.397,-0.004173,6.607,0.001969,13.41
1989,6,18,6.432,-0.004585,6.631,0.002164,13.93
1989,6,22,6.327,-0.004157,6.642,-0.0002748,13.74
1989,6,26,6.327,-0.006308,6.647,0.004361,13.84
1989,6,30,6.53,-0.005001,6.658,0.002898,13.56
1989,7,4,6.608,-0.004756,6.646,-0.0003935,14.32
1989,7,8,6.682,-0.006293,6.646,-0.0002514,14.52
1989,7,12,6.513,-0.007034,6.654,0.004161,15.08
1989,7,16,6.553,-0.005551,6.664,0.003563,15.73
1989,7,20,6.545,-0.004973,6.668,0.001868,16.02
1989,7,24,6.455,-0.006276,6.679,0.001337,15.54
1989,7,28,6.472,-0.004905,6.683,0.005053,15.74
1989,8,1,6.301,-0.003634,6.677,0.004939,16.15
1989,8,5,6.263,-0.00346,6.692,0.002321,16.21
1989,8,9,6.196,-0.003318,6.672,0.001334,16.2
1989,8,13,6.373,-0.003286,6.666,0.002495,16.41
1989,8,17,6.412,-0.002992,6.672,0.001661,16.09
1989,8,21,6.569,-0.003346,6.685,0.003886,15.92
1989,8,25,6.706,-0.002493,6.702,0.00282,16.53
1989,8,29,6.78,-0.002765,6.704,0.001828,16.3
1989,9,2,6.806,-0.002491,6.709,0.0005066,16.2
1989,9,6,6.772,-0.002736,6.731,-0.001647,15.69
1989,9,10,6.871,-0.002512,6.732,-0.0003231,15.96
1989,9,14,6.93,-0.001714,6.743,-0.00136,15.83
1989,9,18,7.052,-0.001231,6.741,-0.001426,15.63
1989,9,22,7.089,-1.997e-05,6.735,-0.002201,15.22
1989,9,26,7.133,-0.0003683,6.739,0.0002183,15.16
1989,9,30,7.19,0.000429,6.733,-0.002179,15.15
1989,10,4,7.123,0.0008706,6.723,-0.004233,14.7
1989,10,8,7.073,0.001019,6.705,-0.005,14.48
1989,10,12,7.052,0.0004053,6.705,-0.005889,14.73
1989,10,16,7.099,0.001979,6.71,-0.007643,14.52
1989,10,20,6.959,0.001639,6.706,-0.007782,14.5
1989,10,24,7.227,0.001491,6.705,-0.002408,14.18
1989,10,28,7.137,0.003225,6.694,-0.008563,13.97
1989,11,1,6.994,-0.000485,6.685,-0.008073,13.75
1989,11,5,6.931,0.0005063,6.685,-0.008011,13.47
1989,11,9,6.814,0.0002372,6.679,-0.008135,12.95
1989,11,13,6.855,-0.0007353,6.678,-0.00692,12.97
1989,11,17,6.873,-0.001129,6.677,-0.007948,12.57
1989,11,21,6.98,-0.001426,6.682,-0.005686,12.5
1989,11,25,6.96,-0.001168,6.683,-0.00585,12.5
1989,11,29,6.887,-0.001595,6.681,-0.005678,12.17
1989,12,3,6.966,-0.001942,6.693,-0.004239,11.95
1989,12,7,6.957,0.0003242,6.679,-0.005432,12.27
1989,12,11,6.835,-0.001436,6.671,-0.004715,12.12
1989,12,15,6.582,-0.001531,6.665,-0.003445,11.7
1989,12,19,6.455,-0.0009073,6.664,-0.003337,11.2
1989,12,23,6.562,-0.001004,6.663,-0.003889,10.75
1989,12,27,6.663,-0.001586,6.655,-0.00301,10.69
1989,12,31,6.505,-0.0009223,6.653,-0.002991,10.79
1990,1,4,6.419,-4.57e-05,6.645,-0.002163,10.56
1990,1,8,6.64,0.0002157,6.642,2.59e-05,10.71
1990,1,12,6.77,0.0009871,6.633,0.001784,10.44
